,modelo,precio,combustible,CV,km,lugar,año,link
3170,                 Hyundai i10  1.0 Klass             ,7.290  , Gasolina, 66 cv,                 36.734               ,                  Madrid             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i10-10-klass-en-madrid.htm?id=6295633
3171,                 Invicta D2S  27kW             ,13.095  , Eléctrico, 37 cv,                 3               ,                  Burgos             ,                  2021             ,https://www.coches.com/km0/seminuevo-invicta-d2s-27kw-en-burgos.htm?id=6288885
3172,                 Toyota Yaris  1.5 Active             ,10.500  , Gasolina, 111 cv,                 62.200               ,                  Guadalajara             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-15-active-en-guadalajara.htm?id=6288427
3173,                 Citroen C4  Grand Picasso             ,14.000  , Diesel, 150 cv,                 72.562               ,                  Sevilla             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c4-grand-picasso-20bluehdi-intensive-plus-en-sevilla.htm?id=6277845
3174,                 Audi A5  Sportback 40 TDI S             ,38.890  , Diesel, 190 cv,                 335               ,                  Madrid             ,                  2020             ,https://www.coches.com/km0/seminuevo-audi-a5-sportback-40-tdi-s-line-s-tronic-en-madrid.htm?id=6275305
3175,                 Infiniti G  37 T AT             ,23.200  , Gasolina, 320 cv,                 58.167               ,                  Madrid             ,                  2013             ,https://www.coches.com/coches-segunda-mano/ocasion-infiniti-g-37-t-at-en-madrid.htm?id=6274665
3176,                 Land Rover  2.0TD4 Pure 4WD             ,22.890  , Diesel, 150 cv,                 76.347               ,                  Madrid             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+evoque-20td4-pure-4wd-aut-150-en-madrid.htm?id=6267569
3177,                 Toyota Yaris  120H Style             ,24.722  , Híbrido, 116 cv,                 1               ,                  Madrid             ,                  2021             ,https://www.coches.com/km0/seminuevo-toyota-yaris+cross-120h-style-en-madrid.htm?id=6266835
3178,                 Toyota Yaris  120H Active Tech             ,23.140  , Híbrido, 116 cv,                 1               ,                  Madrid             ,                  2021             ,https://www.coches.com/km0/seminuevo-toyota-yaris+cross-120h-active-tech-en-madrid.htm?id=6266829
3179,                 Toyota Yaris  120H Active Tech             ,22.865  , Híbrido, 116 cv,                 1               ,                  Madrid             ,                  2021             ,https://www.coches.com/km0/seminuevo-toyota-yaris+cross-120h-active-tech-en-madrid.htm?id=6266827
3180,                 Audi A5  Sportback 40 TDI             ,38.890  , Diesel, 190 cv,                 9.103               ,                  Madrid             ,                  2020             ,https://www.coches.com/km0/seminuevo-audi-a5-sportback-40-tdi-black-line-s-tronic-en-madrid.htm?id=6261263
3181,                 Audi A6  4.2 quattro Tiptronic             ,5.500  , Gasolina, 300 cv,                 187.000               ,                  Vizcaya             ,                  2002             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a6-42-quattro-tiptronic-en-vizcaya.htm?id=6259871
3182,                 Citroen C3  1.5BlueHDi S&S Feel             ,10.190  , Diesel, 99 cv,                 43.259               ,                  Madrid             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3-15bluehdi-s_s-feel-100-en-madrid.htm?id=6255989
3183,                 Peugeot 208  1.2 Puretech S&S             ,12.667  , Gasolina, 75 cv,                 2               ,                  Madrid             ,                  2022             ,https://www.coches.com/km0/seminuevo-peugeot-208-12-puretech-s_s-like-75-en-madrid.htm?id=6217995
3184,                 Toyota Yaris GR              ,33.900  , Gasolina, 261 cv,                 5.800               ,                  Barcelona             ,                  2020             ,https://www.coches.com/km0/seminuevo-toyota-yaris-gr-en-barcelona.htm?id=6216141
3185,                 Ford Explorer  XLT 4x4 Aut.             ,4.600  , Gasolina, 205 cv,                 148.589               ,                  Madrid             ,                  2000             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-explorer-xlt-4x4-aut-en-madrid.htm?id=6212613
3186,                 Bmw Serie 3 330iA             ,35.500  , Gasolina, 258 cv,                 18.000               ,                  Girona             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-330ia-en-girona.htm?id=6203503
3187,                 Nissan Juke  1.0 DIG-T Acenta 4x2             ,18.900  , Gasolina, 114 cv,                 7.400               ,                  Barcelona             ,                  2021             ,https://www.coches.com/km0/seminuevo-nissan-juke-10-dig-t-acenta-4x2-114-en-barcelona.htm?id=6198369
3188,                 Nissan Micra  1.5dCi S&S Visia+ 90             ,9.900  , Diesel, 90 cv,                 13.300               ,                  Barcelona             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-micra-15dci-s_s-visia+-90-en-barcelona.htm?id=6198363
3189,                 Bmw Z3  2.2i Roadster             ,14.700  , Gasolina, 170 cv,                 183.368               ,                  Madrid             ,                  2002             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-z3-22i-roadster-en-madrid.htm?id=6184969
3190,                 Dfsk Serie C  Pick Up Doble Cabina             ,15.800  , Gasolina, 115 cv,                 150               ,                  Sevilla             ,                  2021             ,https://www.coches.com/km0/seminuevo-dfsk-serie+c-pick-up-doble-cabina-c32-15-en-sevilla.htm?id=6166887
3191,                 Mazda Mazda2  1.4CRTD Sportive             ,3.390  , Diesel, 68 cv,                 259.000               ,                  Madrid             ,                  2007             ,https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda2-14crtd-sportive-en-madrid.htm?id=6158809
3192,                 Volkswagen  1.9TDI Comfortline             ,3.850  , Diesel, 115 cv,                 264.000               ,                  Madrid             ,                  2002             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-sharan-19tdi-comfortline-en-madrid.htm?id=6155119
3193,                 Nissan Qashqai  1.3 DIG-T mHEV 12V             ,26.900  , Gasolina, 158 cv,                 13.000               ,                  Valencia             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-13-dig-t-mhev-12v-tekna-+-4x2-aut-116kw-en-valencia.htm?id=6154983
3194,                 Mercedes Clase E Cabrio 300             ,41.890  , Gasolina, 245 cv,                 96.711               ,                  Malaga             ,                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-cabrio-300-9g-tronic-en-malaga.htm?id=6154717
3195,                 Hyundai Ioniq  HEV 1.6 GDI Klass             ,16.900  , Híbrido, 141 cv,                 29.000               ,"                  Palmas, Las             ",                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-ioniq-hev-16-gdi-klass-en-palmas+las.htm?id=6151993
3196,                 Audi A4  35 TDI Advanced S             ,27.500  , Diesel, 163 cv,                 26.300               ,                  Castellon             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-35-tdi-advanced-s-tronic-120kw-en-castellon.htm?id=6144222
3197,                 Mini Mini  One D             ,14.990  , Diesel, 95 cv,                 31.553               ,                  Cadiz             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-one-d-en-cadiz.htm?id=6119448
3198,                 Skoda Fabia  1.4 16v Elegance 100             ,3.900  , Gasolina, 100 cv,                 225.000               ,                  Lleida             ,                  2000             ,https://www.coches.com/coches-segunda-mano/ocasion-skoda-fabia-14-16v-elegance-100-en-lleida.htm?id=6115214
3199,                 Ford Kuga  2.0 EcoBlue MEHV             ,26.045  , Diesel, 150 cv,                 12.203               ,                  Madrid             ,                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-kuga-20-ecoblue-mehv-st-line-x-fwd-150-en-madrid.htm?id=6114176
3200,                 Toyota C-HR  125H Advance             ,18.000  , Híbrido, 122 cv,                 98.900               ,                  Sevilla             ,                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-c-hr-125h-advance-en-sevilla.htm?id=6846051
3201,                 Toyota RAV-4  2.2D-4D Advance 4x4             ,9.999  , Diesel, 150 cv,                 220.000               ,                  Madrid             ,                  2011             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-rav-4-22d-4d-advance-4x4-en-madrid.htm?id=6845997
3202,                 Porsche Cayman  PDK             ,56.900  , Gasolina, 300 cv,                 94.000               ,                  Valencia             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-porsche-cayman-pdk-en-valencia.htm?id=6845943
3203,                 Volvo XC60  D4 Business Plus Aut.             ,34.900  , Diesel, 190 cv,                 25.819               ,                  Pontevedra             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-volvo-xc60-d4-business-plus-aut-en-pontevedra.htm?id=6844717
3204,                 Bmw Serie 4 M4 Coupé             ,98.990  , Gasolina, 510 cv,                 12.000               ,                  Pontevedra             ,                  2022             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+4-m4-coupe-competition-en-pontevedra.htm?id=6844675
3205,                 Lexus IS  220d Sport             ,6.500  , Diesel, 177 cv,                 180.000               ,                  Almeria             ,                  2006             ,https://www.coches.com/coches-segunda-mano/ocasion-lexus-is-220d-sport-en-almeria.htm?id=6844627
